X;Y;Name;DIRECCI__N_COMERCIAL;HORARIO_DE_ATENCI__N;Latitud;Longitud;N;N COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.862;-119.332;BOTICAS GOOD LIFE FARMA;AV EL RETABLO 629;07:00 am - 10:00 pm;-119.332;-7.705.862;07:00 am - 10:00 pm;AV EL RETABLO 629;;;;;;;;;;;;;;;;;;;;;;;
-7.704.562;-1.191.178;MARIA MERCEDES QUISPE QUISPE;AV UNIVERSITARIA NORTE 9630 URB ALBORADA ;07:00 am - 10:00 pm;-1.191.178;-7.704.562;07:00 am - 10:00 pm;AV UNIVERSITARIA NORTE 9630 URB ALBORADA;;;;;;;;;;;;;;;;;;;;;;;
-7.705.992;-1.197.961;VENTA DE ACCESORIOS CELULARES;AV. GERARDO UNGER 4635;07:00 am - 10:00 pm;-1.197.961;-7.705.992;07:00 am - 10:00 pm;AV. GERARDO UNGER 4635;;;;;;;;;;;;;;;;;;;;;;;
-7.699.703;-1.208.304;HCS NET EIRL;JR GENERAL NICANOR ARTEAGA 103 (CRUCE DE AV CANADA CON AV SAN LUIS);07:30 am - 10:00 pm;-1.208.304;-7.699.703;07:30 am - 10:00 pm;JR GENERAL NICANOR ARTEAGA 103 (CRUCE DE AV CANADA CON AV SAN LUIS);;;;;;;;;;;;;;;;;;;;;;;
-7.687.139;-1.208.839;QAMPIFARMA;AV. MACHU PICCHU 4 / LOS ANGELES DE CIENEGUILLA MZ O LT 44;07:00 am - 10:00 pm;-1.208.839;-7.687.139;07:00 am - 10:00 pm;AV. MACHU PICCHU 4 / LOS ANGELES DE CIENEGUILLA MZ O LT 44;;;;;;;;;;;;;;;;;;;;;;;
-7.705.596;-1.194.913;ENRIQUE CONSTANTE MAN CORTEZ;JR JUAN JOSE MUÑOZ MZ R3 LT 28 URB SANTA LUZMILA 2DA ETAPA;07:30 am - 10:00 pm;-1.194.913;-7.705.596;07:30 am - 10:00 pm;JR JUAN JOSE MUÑOZ MZ R3 LT 28 URB SANTA LUZMILA 2DA ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.705.539;-1.196.057;VENTAS VERONICA;AV REPUBLICA DEL PERU 276;07:00 am - 10:00 pm;-1.196.057;-7.705.539;07:00 am - 10:00 pm;AV REPUBLICA DEL PERU 276;;;;;;;;;;;;;;;;;;;;;;;
-7.704.046;-1.193.596;KATHERINE JUDITH ORTIZ SALAS;JR PARDO 498 EL CARMEN;07:00 am - 10:00 pm;-1.193.596;-7.704.046;07:00 am - 10:00 pm;JR PARDO 498 EL CARMEN;;;;;;;;;;;;;;;;;;;;;;;
-7.707.606;-1.186.544;INVERCORD SAC;AV JUAN LECAROS N° 209 / 3ER PISO;07:30 am - 10:00 pm;-1.186.544;-7.707.606;07:30 am - 10:00 pm;AV JUAN LECAROS N° 209 / 3ER PISO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.416;-1.206.496;BAZAR MARY;JR MARISCAL AGUSTIN GAMARRA 712 TIENDA 25 - 26 PRIMER SOTANO (FRENTE AL BBVA);07:30 am - 10:00 pm;-1.206.496;-7.701.416;07:30 am - 10:00 pm;JR MARISCAL AGUSTIN GAMARRA 712 TIENDA 25 - 26 PRIMER SOTANO (FRENTE AL BBVA);;;;;;;;;;;;;;;;;;;;;;;
-7.707.746;-118.694;BODEGA LA FAVORITA;COMERCIAL FALEJ EIRL;07:30 am - 10:00 pm;-118.694;-7.707.746;07:30 am - 10:00 pm;COMERCIAL FALEJ EIRL;;;;;;;;;;;;;;;;;;;;;;;
-7.704.694;-1.197.747;VENTA DE ACCESORIOS DE CELULARES;AV ANTISUYO 596 3ERA ETAPA TAHUANTINSUYO ;07:00 am - 10:00 pm;-1.197.747;-7.704.694;07:00 am - 10:00 pm;AV ANTISUYO 596 3ERA ETAPA TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.708.167;-1.197.681;MULTISERVICIOS SOLEDAD;AV. NARANJAL N° 1420 / AV. PROCERES DE HUANDOY;07:30 am - 10:00 pm;-1.197.681;-7.708.167;07:30 am - 10:00 pm;AV. NARANJAL N° 1420 / AV. PROCERES DE HUANDOY;;;;;;;;;;;;;;;;;;;;;;;
-7.709.485;-119.847;BOTICAS BLUE FARMA;AV.  LOS OLIVOS MZ. F - LT.  27;07:00 am - 10:00 pm;-119.847;-7.709.485;07:00 am - 10:00 pm;AV.  LOS OLIVOS MZ. F - LT.  27;;;;;;;;;;;;;;;;;;;;;;;
-7.710.168;-1.199.187;MI PEQUEÑA NICOLE;AV. LAURELES Y PANAMA CALLE MZ K LOTE 50 URB KAMA 1ERA ETAPA 0 FRENTE AL COLEGIO SAN IGNACIO DE LOYOLA PRIMARIA;07:00 am - 10:00 pm;-1.199.187;-7.710.168;07:00 am - 10:00 pm;AV. LAURELES Y PANAMA CALLE MZ K LOTE 50 URB KAMA 1ERA ETAPA 0 FRENTE AL COLEGIO SAN IGNACIO DE LOYOLA PRIMARIA;;;;;;;;;;;;;;;;;;;;;;;
-7.702.976;-120.807;COMERCIAL DIANA;AV LOS OLIVOS MZ B LT 29 APV PINOS DEL NORTE / REF:ALT PARADERO 10;07:30 am - 10:00 pm;-120.807;-7.702.976;07:30 am - 10:00 pm;AV LOS OLIVOS MZ B LT 29 APV PINOS DEL NORTE / REF:ALT PARADERO 10;;;;;;;;;;;;;;;;;;;;;;;
-7.708.825;-1.185.466;IKHEA FARMA;AV BUENOS AIRES 1524 / REFERENCIA: PANAMERICA NORTE KM 32.5;07:00 am - 10:00 pm;-1.185.466;-7.708.825;07:00 am - 10:00 pm;AV BUENOS AIRES 1524 / REFERENCIA: PANAMERICA NORTE KM 32.5;;;;;;;;;;;;;;;;;;;;;;;
-7.704.786;-1.191.486;FARMACIA CENTRAL;AV UNIVERSITARIA NORTE 9319 AH SAN JUAN BAUTISTA ;07:00 am - 10:00 pm;-1.191.486;-7.704.786;07:00 am - 10:00 pm;AV UNIVERSITARIA NORTE 9319 AH SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;
-7.706.258;-1.187.591;ANGEL GUILER LORENZO ROSALES;AV. SAN JUAN DE VILCA MZ L LT 05 ASOC LOS NARANJOS ;07:00 am - 10:00 pm;-1.187.591;-7.706.258;07:00 am - 10:00 pm;AV. SAN JUAN DE VILCA MZ L LT 05 ASOC LOS NARANJOS;;;;;;;;;;;;;;;;;;;;;;;
-7.702.575;-1.188.689;LADY CONSUELO ASENJO MEDINA;AV. CENTRAL 191 P.J. VILLA ESPERANZA ;07:00 am - 10:00 pm;-1.188.689;-7.702.575;07:00 am - 10:00 pm;AV. CENTRAL 191 P.J. VILLA ESPERANZA;;;;;;;;;;;;;;;;;;;;;;;
-7.702.901;-1.189.533;LIBRERIA BAZAR;AV TUPAC AMARU 1254 URB LA FLOR DE CARABAYLLO ;07:00 am - 10:00 pm;-1.189.533;-7.702.901;07:00 am - 10:00 pm;AV TUPAC AMARU 1254 URB LA FLOR DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.700.071;-1.218.428;MIKAFARMA;AV. GUARDIA PERUANA LT 7 MZ O2 URB. LA CAMPIÑA;07:00 am - 10:00 pm;-1.218.428;-7.700.071;07:00 am - 10:00 pm;AV. GUARDIA PERUANA LT 7 MZ O2 URB. LA CAMPIÑA;;;;;;;;;;;;;;;;;;;;;;;
-7.705.042;-1.193.078;BOTICA;CALLE MANCO INCA 129 URB SAN AGUSTIN II ETAPA;07:00 am - 10:00 pm;-1.193.078;-7.705.042;07:00 am - 10:00 pm;CALLE MANCO INCA 129 URB SAN AGUSTIN II ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.708.813;-1.201.267;JAINLIS;MZ J1 J1 LOTE 9 CALLE LOS PINOS URBANIZACION LOS JAZMINES DEL NARANJAL;07:00 am - 10:00 pm;-1.201.267;-7.708.813;07:00 am - 10:00 pm;MZ J1 J1 LOTE 9 CALLE LOS PINOS URBANIZACION LOS JAZMINES DEL NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.700.075;-1.218.294;RMF COMUNICACIONES;AV GUARDIA CIVIL 433 STAND 276;07:00 am - 10:00 pm;-1.218.294;-7.700.075;07:00 am - 10:00 pm;AV GUARDIA CIVIL 433 STAND 276;;;;;;;;;;;;;;;;;;;;;;;
-7.697.981;-1.193.144;TIENDA YENI;LOS CIPRECES MZ D LT 16;07:00 am - 10:00 pm;-1.193.144;-7.697.981;07:00 am - 10:00 pm;LOS CIPRECES MZ D LT 16;;;;;;;;;;;;;;;;;;;;;;;
-769.794;-119.324;LA CASA BLANCA ;PSJ 5 A.H INTEGRACIÓN ALMIRANTE GRAU SECTOR LOS SIPRECES MZ C LOTE 01;07:00 am - 10:00 pm;-119.324;-769.794;07:00 am - 10:00 pm;PSJ 5 A.H INTEGRACIÓN ALMIRANTE GRAU SECTOR LOS SIPRECES MZ C LOTE 01;;;;;;;;;;;;;;;;;;;;;;;
-7.706.047;-1.192.511;DEILLY FELICITA RUIZ VARGAS;AV MICAELA BASTIDAS 1346 MZ. E CONDOMINIO TORRES LAS PRADERAS EDIFICIO28 DPTO104 ;07:00 am - 10:00 pm;-1.192.511;-7.706.047;07:00 am - 10:00 pm;AV MICAELA BASTIDAS 1346 MZ. E CONDOMINIO TORRES LAS PRADERAS EDIFICIO28 DPTO104;;;;;;;;;;;;;;;;;;;;;;;
-7.705.664;-1.203.851;VICTORIO SANCHEZ DANNISSA LOURDES;JR CHEPEN 237 VM PERPETUO SOCORRO / ALT CDRA 10 AV ARGENTINA;07:30 am - 10:00 pm;-1.203.851;-7.705.664;07:30 am - 10:00 pm;JR CHEPEN 237 VM PERPETUO SOCORRO / ALT CDRA 10 AV ARGENTINA;;;;;;;;;;;;;;;;;;;;;;;
-7.702.989;-1.204.849;TIENDAS TAMBO S.A.C;JR. UCAYALI NRO. 320 LIMA-LIMA-LIMA;07:00 am - 10:30 pm;-1.204.849;-7.702.989;07:00 am - 10:30 pm;JR. UCAYALI NRO. 320 LIMA-LIMA-LIMA;;;;;;;;;;;;;;;;;;;;;;;
-7.706.141;-1.194.593;BOTICA FUENTE DE VIDA;AV. 22 DE AGOSTO 1112-A ETAPA 2 MZ.W1 LT.17 (UNIVERSITARIA CON 22 DE AGOSTO);07:30 am - 10:00 pm;-1.194.593;-7.706.141;07:30 am - 10:00 pm;AV. 22 DE AGOSTO 1112-A ETAPA 2 MZ.W1 LT.17 (UNIVERSITARIA CON 22 DE AGOSTO);;;;;;;;;;;;;;;;;;;;;;;
-7.704.569;-119.408;LIBRERIA;JR JULIO CESAR TELLO 224 P.J. SENOR DE LOS MILAGROS;07:00 am - 10:00 pm;-119.408;-7.704.569;07:00 am - 10:00 pm;JR JULIO CESAR TELLO 224 P.J. SENOR DE LOS MILAGROS;;;;;;;;;;;;;;;;;;;;;;;
-7.708.081;-1.193.653;SERVI CABLE SAC;AV CORDIALIDAD 8124 URB PRO;07:00 am - 10:00 pm;-1.193.653;-7.708.081;07:00 am - 10:00 pm;AV CORDIALIDAD 8124 URB PRO;;;;;;;;;;;;;;;;;;;;;;;
-7.703.995;-119.102;BODEGA MARIA;MZ D LOTE 2 SAN ISIDRO ;07:00 am - 10:00 pm;-119.102;-7.703.995;07:00 am - 10:00 pm;MZ D LOTE 2 SAN ISIDRO;;;;;;;;;;;;;;;;;;;;;;;
-7.706.822;-1.190.076;BOTICA;JR SOL DE ORO 2127;07:00 am - 10:00 pm;-1.190.076;-7.706.822;07:00 am - 10:00 pm;JR SOL DE ORO 2127;;;;;;;;;;;;;;;;;;;;;;;
-7.700.318;-1.191.223;MARLENE MARGARITA SOCOLA SUNCION;AV REVOLUCION MZ A LT 6 AAHH CESAR VALLEJO 7MA ZONA ;07:00 am - 10:00 pm;-1.191.223;-7.700.318;07:00 am - 10:00 pm;AV REVOLUCION MZ A LT 6 AAHH CESAR VALLEJO 7MA ZONA;;;;;;;;;;;;;;;;;;;;;;;
-7.705.894;-1.198.289;VERONICA BELLO LARA;AV GERARDO UNGER 4335 ;07:00 am - 10:00 pm;-1.198.289;-7.705.894;07:00 am - 10:00 pm;AV GERARDO UNGER 4335;;;;;;;;;;;;;;;;;;;;;;;
-7.693.344;-1.217.518;SAVA'Y'N S.A.C.;JR. FAUSTINO SANCHEZ CARRION NRO. 187 MZ. 34 LT. 8 - P.J. NUEVA ESPERANZA;07:30 am - 10:00 pm;-1.217.518;-7.693.344;07:30 am - 10:00 pm;JR. FAUSTINO SANCHEZ CARRION NRO. 187 MZ. 34 LT. 8 - P.J. NUEVA ESPERANZA;;;;;;;;;;;;;;;;;;;;;;;
-7.703.812;-1.196.155;CABINAS DE INTERNET;AV MICAELA BASTIDAS 319 URB VIRGEN DEL CARMEN;07:00 am - 10:00 pm;-1.196.155;-7.703.812;07:00 am - 10:00 pm;AV MICAELA BASTIDAS 319 URB VIRGEN DEL CARMEN;;;;;;;;;;;;;;;;;;;;;;;
-7.704.211;-1.197.178;D VILLALVAS;AV JOSE GABRIEL CONDORCANQUI 1070;07:00 am - 10:00 pm;-1.197.178;-7.704.211;07:00 am - 10:00 pm;AV JOSE GABRIEL CONDORCANQUI 1070;;;;;;;;;;;;;;;;;;;;;;;
-7.702.666;-1.186.975;BOTICAS GHEL FARMA;AV  LOS ANGELES MZ B LOTE 3 PROG DE VIV LOS ANGELES DE CARABAYLLO ;07:00 am - 10:00 pm;-1.186.975;-7.702.666;07:00 am - 10:00 pm;AV  LOS ANGELES MZ B LOTE 3 PROG DE VIV LOS ANGELES DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.545;-1.202.854;C&R SHOPPING CENTER;JR. FEDERICO VILLARREAL 502 – URB. INGENIERIA;07:00 am - 10:00 pm;-1.202.854;-7.705.545;07:00 am - 10:00 pm;JR. FEDERICO VILLARREAL 502 – URB. INGENIERIA;;;;;;;;;;;;;;;;;;;;;;;
-770.806;-1.194.822;BOTICA;MZA. TT2  LOTE 35 URB. LAS FLORESTAS PRO;07:00 am - 10:00 pm;-1.194.822;-770.806;07:00 am - 10:00 pm;MZA. TT2  LOTE 35 URB. LAS FLORESTAS PRO;;;;;;;;;;;;;;;;;;;;;;;
-77.078;-1.196.534;BOTICA;AV. HUANDOY MZA. 33 LOTE 17 AAHH LAURA CALLER IBERICO;07:00 am - 10:00 pm;-1.196.534;-77.078;07:00 am - 10:00 pm;AV. HUANDOY MZA. 33 LOTE 17 AAHH LAURA CALLER IBERICO;;;;;;;;;;;;;;;;;;;;;;;
-7.698.652;-1.214.927;JENNY HUAMAN GONZALES;AV LOS PROCERES 199 MZ G2 LT 1 DPTO 101 SECTOR 3A URB LOS PROCERES ;07:00 am - 10:00 pm;-1.214.927;-7.698.652;07:00 am - 10:00 pm;AV LOS PROCERES 199 MZ G2 LT 1 DPTO 101 SECTOR 3A URB LOS PROCERES;;;;;;;;;;;;;;;;;;;;;;;
-7.700.539;-1.217.429;MARIEM SALAS RAMIREZ;AV ARIOSTO MATELLINE 622;07:00 am - 10:00 pm;-1.217.429;-7.700.539;07:00 am - 10:00 pm;AV ARIOSTO MATELLINE 622;;;;;;;;;;;;;;;;;;;;;;;
-7.710.598;-1.198.988;BODEGA SUSY;AV CANTA CALLAO MZ C LOTE 7;07:00 am - 10:00 pm;-1.198.988;-7.710.598;07:00 am - 10:00 pm;AV CANTA CALLAO MZ C LOTE 7;;;;;;;;;;;;;;;;;;;;;;;
-7.697.869;-122.002;LIBRERIA YESHKAR;AV VISTA ALEGRE PUESTO 137 LOTE 2 AAHH SANTA ISABEL DE VILLA ;07:00 am - 10:00 pm;-122.002;-7.697.869;07:00 am - 10:00 pm;AV VISTA ALEGRE PUESTO 137 LOTE 2 AAHH SANTA ISABEL DE VILLA;;;;;;;;;;;;;;;;;;;;;;;
-770.358;-1.188.569;BAZAR;MZA. D LOTE 3 URB. SANTO DOMINGO DE CARABAYLLO;07:00 am - 10:00 pm;-1.188.569;-770.358;07:00 am - 10:00 pm;MZA. D LOTE 3 URB. SANTO DOMINGO DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.709.742;-1.205.721;BODEGA JULITA;LAS GAVIOTAS 124 TDA S 12 MERCADO COOPERATIVA COLONIAL ;07:00 am - 10:00 pm;-1.205.721;-7.709.742;07:00 am - 10:00 pm;LAS GAVIOTAS 124 TDA S 12 MERCADO COOPERATIVA COLONIAL;;;;;;;;;;;;;;;;;;;;;;;
-7.704.579;-1.191.188;BOTICA Y AGENTE MULTISERVICIOS;AV UNIVERSITARIA 9624 ASOC LA ALBORADA;07:30 am - 10:00 pm;-1.191.188;-7.704.579;07:30 am - 10:00 pm;AV UNIVERSITARIA 9624 ASOC LA ALBORADA;;;;;;;;;;;;;;;;;;;;;;;
-7.707.305;-1.191.118;BODEGA V&R;CALLE LOS SAUCES 389 / REFERENCIA: CONDOMINIO LIDER ALTURA DEL PEAJE CHILLON;07:00 am - 10:00 pm;-1.191.118;-7.707.305;07:00 am - 10:00 pm;CALLE LOS SAUCES 389 / REFERENCIA: CONDOMINIO LIDER ALTURA DEL PEAJE CHILLON;;;;;;;;;;;;;;;;;;;;;;;
-7.704.965;-1.190.706;D TODO JHAO;MZ C LTE 44 ASOC MANANTIALES DEL PINAR;07:00 am - 10:00 pm;-1.190.706;-7.704.965;07:00 am - 10:00 pm;MZ C LTE 44 ASOC MANANTIALES DEL PINAR;;;;;;;;;;;;;;;;;;;;;;;
-7.705.217;-1.195.442;BOTICA D'YANQUI;AV TUPAC AMARU 5087 URB. HUAQUILLAY ;07:00 am - 10:00 pm;-1.195.442;-7.705.217;07:00 am - 10:00 pm;AV TUPAC AMARU 5087 URB. HUAQUILLAY;;;;;;;;;;;;;;;;;;;;;;;
-7.703.505;-1.190.086;ALICIA LIDUVINA MEJIA SALINAS;AV SAN MARTIN 259 URB SANTA ISABEL ;07:00 am - 10:00 pm;-1.190.086;-7.703.505;07:00 am - 10:00 pm;AV SAN MARTIN 259 URB SANTA ISABEL;;;;;;;;;;;;;;;;;;;;;;;
-7.707.955;-119.757;MULTISERVICIOS DANS;MZ I LOTE 9 AH 19 DE MAYO;07:00 am - 10:00 pm;-119.757;-7.707.955;07:00 am - 10:00 pm;MZ I LOTE 9 AH 19 DE MAYO;;;;;;;;;;;;;;;;;;;;;;;
-770.189;-12.203;NORDEN;AV. MARQUEZ DE CORPAC MZ A LT 5 INTERIOR 1 VILLA;07:00 am - 10:00 pm;-12.203;-770.189;07:00 am - 10:00 pm;AV. MARQUEZ DE CORPAC MZ A LT 5 INTERIOR 1 VILLA;;;;;;;;;;;;;;;;;;;;;;;
-7.706.042;-1.202.358;YADELFARMA;JIRÓN SANTA CAROLINA 198 ;07:00 am - 10:00 pm;-1.202.358;-7.706.042;07:00 am - 10:00 pm;JIRÓN SANTA CAROLINA 198;;;;;;;;;;;;;;;;;;;;;;;
-7.699.875;-1.218.565;SERVI CABLE SAC;AV LOS PROCERES MZ 37 LT 8 URB BUENOS AIRES DE VILLA;07:00 am - 10:00 pm;-1.218.565;-7.699.875;07:00 am - 10:00 pm;AV LOS PROCERES MZ 37 LT 8 URB BUENOS AIRES DE VILLA;;;;;;;;;;;;;;;;;;;;;;;
-7.693.007;-1.224.098;BOTICA M Y R;A.H OASIS DE VILLA GRUPO 3 MZ J LT 4;07:30 am - 10:00 pm;-1.224.098;-7.693.007;07:30 am - 10:00 pm;A.H OASIS DE VILLA GRUPO 3 MZ J LT 4;;;;;;;;;;;;;;;;;;;;;;;
-7.699.215;-1.197.196;MINIMARKET EL ABUELO;AV SANTA ROSA MZ C LTE 2 URB CANTO GRANDE;07:00 am - 10:00 pm;-1.197.196;-7.699.215;07:00 am - 10:00 pm;AV SANTA ROSA MZ C LTE 2 URB CANTO GRANDE;;;;;;;;;;;;;;;;;;;;;;;
-7.707.344;-1.207.726;BAZAR REGALOS FOTOCOPIADORA;AV MANUEL CIPRIANO DULANTO 1503 ( EX LA MAR) ;07:30 am - 10:00 pm;-1.207.726;-7.707.344;07:30 am - 10:00 pm;AV MANUEL CIPRIANO DULANTO 1503 ( EX LA MAR);;;;;;;;;;;;;;;;;;;;;;;
-7.705.732;-1.197.969;FOTO ESTUDIO;AV. CHINCHAYSUYO 156 URB. TAHANTINSUYO ;07:00 am - 10:00 pm;-1.197.969;-7.705.732;07:00 am - 10:00 pm;AV. CHINCHAYSUYO 156 URB. TAHANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.697.053;-1.214.632;EVELIO GARCIA GUERRERO;AV CENTRAL 116 D2 P.J  EL BRILLANTE;07:00 am - 10:00 pm;-1.214.632;-7.697.053;07:00 am - 10:00 pm;AV CENTRAL 116 D2 P.J  EL BRILLANTE;;;;;;;;;;;;;;;;;;;;;;;
-7.705.144;-1.207.011;ELIZABETH LOPEZ;AV COLOMBIA 196;07:00 am - 10:00 pm;-1.207.011;-7.705.144;07:00 am - 10:00 pm;AV COLOMBIA 196;;;;;;;;;;;;;;;;;;;;;;;
-7.707.416;-1.186.816;BODEGA;CALLE 9 MZ E L 1 URB BEDOYA ;07:00 am - 10:00 pm;-1.186.816;-7.707.416;07:00 am - 10:00 pm;CALLE 9 MZ E L 1 URB BEDOYA;;;;;;;;;;;;;;;;;;;;;;;
-7.708.952;-1.193.529;FELIX SULLCA LUJAN;CALLE LOS ROSALES MZ E3 LT 12 ASOC DE VIVIENDA VILLA ALBORADA ;07:00 am - 10:00 pm;-1.193.529;-7.708.952;07:00 am - 10:00 pm;CALLE LOS ROSALES MZ E3 LT 12 ASOC DE VIVIENDA VILLA ALBORADA;;;;;;;;;;;;;;;;;;;;;;;
-7.707.567;-1.198.221;KF-PHARMA; AV. MZ K1 LOTE 6 EL AMAUTA / ALTURA CUADRA 9 DE LA AVENIDA LOS ALIZOS A UNA CUADRA DEL CENTRO DE SALUD SAGRADO CORAZON DE JESUS.;07:00 am - 10:00 pm;-1.198.221;-7.707.567;07:00 am - 10:00 pm;AV. MZ K1 LOTE 6 EL AMAUTA / ALTURA CUADRA 9 DE LA AVENIDA LOS ALIZOS A UNA CUADRA DEL CENTRO DE SALUD SAGRADO CORAZON DE JESUS.;;;;;;;;;;;;;;;;;;;;;;;
-76.822;-121.106;SERVI CABLE SAC;AV SAN MARTIN MZ C LT 4 URB TAMBO VIEJO;07:00 am - 10:00 pm;-121.106;-76.822;07:00 am - 10:00 pm;AV SAN MARTIN MZ C LT 4 URB TAMBO VIEJO;;;;;;;;;;;;;;;;;;;;;;;
-7.704.461;-1.190.372;ROSA MARIA SORIANO TEALDO;CALLE SAN FRANCISCO 824 URB. SAN CARLOS;07:00 am - 10:00 pm;-1.190.372;-7.704.461;07:00 am - 10:00 pm;CALLE SAN FRANCISCO 824 URB. SAN CARLOS;;;;;;;;;;;;;;;;;;;;;;;
-7.699.651;-1.216.915;COMERCIAL EL FAVORITO;CALLE ASTEROIDES MZ S LT10 INT 64 MCDO SAN SEBASTIAN;07:30 am - 10:00 pm;-1.216.915;-7.699.651;07:30 am - 10:00 pm;CALLE ASTEROIDES MZ S LT10 INT 64 MCDO SAN SEBASTIAN;;;;;;;;;;;;;;;;;;;;;;;
-770.858;-1.197.547;BODEGA BAZAR VALERIA;AV. NARANJAL  MZ P3 LOTE 54 1654 /  PARADERO METROPOLITANO ;07:00 am - 10:00 pm;-1.197.547;-770.858;07:00 am - 10:00 pm;AV. NARANJAL  MZ P3 LOTE 54 1654 /  PARADERO METROPOLITANO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.236;-1.218.201;TELECOMUNICACIONES N;AV DEFENSORES DEL MORRO 2270 TDA. 245;07:00 am - 10:00 pm;-1.218.201;-7.701.236;07:00 am - 10:00 pm;AV DEFENSORES DEL MORRO 2270 TDA. 245;;;;;;;;;;;;;;;;;;;;;;;
-7.703.505;-1.190.086;ALICIA LIDUVINA MEJIA SALINAS;AV SAN MARTIN 259 URB SANTA ISABEL ;07:00 am - 10:00 pm;-1.190.086;-7.703.505;07:00 am - 10:00 pm;AV SAN MARTIN 259 URB SANTA ISABEL;;;;;;;;;;;;;;;;;;;;;;;
-7.703.412;-1.182.418;MEISTORE;JIRON LOS GIRASOLES 194;07:00 am - 10:00 pm;-1.182.418;-7.703.412;07:00 am - 10:00 pm;JIRON LOS GIRASOLES 194;;;;;;;;;;;;;;;;;;;;;;;
-7.703.118;-120.838;PLIMBES II EIRL;AV. MILITAR 2013;07:00 am - 10:00 pm;-120.838;-7.703.118;07:00 am - 10:00 pm;AV. MILITAR 2013;;;;;;;;;;;;;;;;;;;;;;;
-7.708.839;-1.199.086;BOTICA;AV CARLOS IZAGUIRRE MZ A LT 2 SECTOR 22 URB ARIZONA 1RA ETAPA ;07:00 am - 10:00 pm;-1.199.086;-7.708.839;07:00 am - 10:00 pm;AV CARLOS IZAGUIRRE MZ A LT 2 SECTOR 22 URB ARIZONA 1RA ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.986;-1.191.155;BODEGA-BAZAR;JR JOSE CHAVEZ 787 URB COLLIQUE;07:00 am - 10:00 pm;-1.191.155;-7.701.986;07:00 am - 10:00 pm;JR JOSE CHAVEZ 787 URB COLLIQUE;;;;;;;;;;;;;;;;;;;;;;;
-7.707.741;-1.193.548;MARIA MALPARTIDA ALVA;CALLE 11 INT 4 URB PRO ;07:00 am - 10:00 pm;-1.193.548;-7.707.741;07:00 am - 10:00 pm;CALLE 11 INT 4 URB PRO;;;;;;;;;;;;;;;;;;;;;;;
-7.699.503;-1.207.689;BODEGA SALAZAR;AV AGUSTIN DE LA ROSATORO 675/ CRUCE DE AV DE AIRE Y AV CANADA;07:30 am - 10:00 pm;-1.207.689;-7.699.503;07:30 am - 10:00 pm;AV AGUSTIN DE LA ROSATORO 675/ CRUCE DE AV DE AIRE Y AV CANADA;;;;;;;;;;;;;;;;;;;;;;;
-7.706.281;-1.194.721;BOTICA FULL FARMA;JR. MARTIN ARANGURI 396 ;07:00 am - 10:00 pm;-1.194.721;-7.706.281;07:00 am - 10:00 pm;JR. MARTIN ARANGURI 396;;;;;;;;;;;;;;;;;;;;;;;
-7.708.034;-1.201.878;BODEGA Z & K;AH 10 DE FEBRERO MZ K LOTE 19;07:00 am - 10:00 pm;-1.201.878;-7.708.034;07:00 am - 10:00 pm;AH 10 DE FEBRERO MZ K LOTE 19;;;;;;;;;;;;;;;;;;;;;;;
-7.702.036;-1.218.686;BODEGA CHABELITA;CALLE OCTUBRE MZ 22 LT J09;07:00 am - 10:00 pm;-1.218.686;-7.702.036;07:00 am - 10:00 pm;CALLE OCTUBRE MZ 22 LT J09;;;;;;;;;;;;;;;;;;;;;;;
-7.705.336;-1.195.315;MICROCHIP;JR ASUNCION 854 URB. EL PARRAL ;07:00 am - 10:00 pm;-1.195.315;-7.705.336;07:00 am - 10:00 pm;JR ASUNCION 854 URB. EL PARRAL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.636;-1.198.769;BOUTIQUE KIARA;AV. ARAVICUS 100 PRIMERA ZONA TAHUANTISUYO;07:00 am - 10:00 pm;-1.198.769;-7.705.636;07:00 am - 10:00 pm;AV. ARAVICUS 100 PRIMERA ZONA TAHUANTISUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.302;-1.219.958;PHARMA KHOS;AV. ALAMEDA SUR MZ F6 LT. 25 URB. LOS CEDROS DE VILLA;07:00 am - 10:00 pm;-1.219.958;-7.701.302;07:00 am - 10:00 pm;AV. ALAMEDA SUR MZ F6 LT. 25 URB. LOS CEDROS DE VILLA;;;;;;;;;;;;;;;;;;;;;;;
